admin2_name,admin2_pcode,admin1_name,admin1_pcode,admin0_name,admin0_pcode,number_of_named_languages,main_language,main_language_share,main_first_language,main_first_language_share,main_second_language,main_second_language_share,Ukrainian,Russian,Belarusian,Romanian,Bulgarian,Hungarian,Azeri,Armenian,Georgian,Gagauz,Crimean Tatar,Tatar,Romani,German,Polish,English,French,Other,Ukrainian L1,Russian L1,Belarusian L1,Romanian L1,Azeri L1,Armenian L1,Georgian L1,Bulgarian L1,Gagauz L1,Crimean Tatar L1,Tatar L1,Hungarian L1,Romani L1,Other L1,None L2,Ukrainian L2,Russian L2,Belarussian L2,Romanian L2,Bulgarian L2,German L2,Polish L2,Hungarian L2,English L2,French L2,Other L2,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
#adm2+name,#adm2+code,#adm1+name,#adm1+code,#country+name,#country+code,#indicator+lang+num,#indicator+lang+main,#indicator+lang+main+pct,#indicator+first+lang+main,#indicator+first+lang+main+pct,#indicator+second+lang+main,#indicator+second+lang+main+pct,#indicator+lang+pct+iso639-3_ukr,#indicator+lang+pct+iso639-3_rus,#indicator+lang+pct+iso639-3_bel,#indicator+lang+pct+iso639-3_ron,#indicator+lang+pct+iso639-3_bul,#indicator+lang+pct+iso639-3_hun,#indicator+lang+pct+iso639-3_azj,#indicator+lang+pct+iso639-3_hyw,#indicator+lang+pct+iso639-3_kat,#indicator+ang+pct+iso639-3_gag,#indicator+lang+pct+iso639-3_crh,#indicator+lang+pct+iso639-3_tat,#indicator+lang+pct+iso639-3_ron,#indicator+lang+pct+iso639-3_deu,#indicator+lang+pct+iso639-3_pol,#indicator+lang+pct+iso639-3_eng,#indicator+lang+pct+iso639-3_fra,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_ukr,#indicator+first+lang+pct+iso639-3_rus,#indicator+first+lang+pct+iso639-3_bel,#indicator+first+lang+pct+iso639-3_ron,#indicator+first+lang+pct+iso639-3_azj,#indicator+first+lang+pct+iso639-3_hyw,#indicator+first+lang+pct+iso639-3_kat,#indicator+first+lang+pct+iso639-3_bul,#indicator+first+ang+pct+iso639-3_gag,#indicator+first+lang+pct+iso639-3_crh,#indicator+first+lang+pct+iso639-3_tat,#indicator+first+lang+pct+iso639-3_hun,#indicator+first+lang+pct+iso639-3_ron,#indicator+first+lang+pct+iso639-3_unknown,#indicator+second+lang+pct+none,#indicator+second+lang+pct+iso639-3_ukr,#indicator+second+lang+pct+iso639-3_rus,#indicator+second+lang+pct+iso639-3_bel,#indicator+second+lang+pct+iso639-3_ron,#indicator+second+lang+pct+iso639-3_bul,#indicator+second+lang+pct+iso639-3_deu,#indicator+second+lang+pct+iso639-3_pol,#indicator+second+lang+pct+iso639-3_hun,#indicator+second+lang+pct+iso639-3_eng,#indicator+second+lang+pct+iso639-3_fra,#indicator+second+lang+pct+iso639-3_unknown,#population+total,#population+m+total,#population+f+total,#population+total+pct+literate+age12up,#population+m+pct+literate+age12up,#population+f+pct+literate+age12up,#meta+data+bool,#meta+confidence,#meta+text
Berehove municipality,804021016,Zakarpatska oblast,804021,Ukraine,UA,8,Hungarian,0.687,Hungarian,0.571,Russian,0.334,0.670,0.392,0.000,0.001,0.000,0.687,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.010,0.000,0.006,0.365,0.058,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.571,0.001,0.002,0.230,0.305,0.334,0.000,0.000,0.000,0.001,0.000,0.115,0.010,0.000,0.004,28030,13210,14820,0.992,0.994,0.991,Yes,Medium,
Volovets raion,804021017,Zakarpatska oblast,804021,Ukraine,UA,7,Ukrainian,1.000,Ukrainian,0.993,Russian,0.335,1.000,0.338,0.001,0.001,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.004,0.000,0.006,0.993,0.003,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.643,0.007,0.335,0.000,0.000,0.000,0.002,0.000,0.004,0.004,0.000,0.005,25040,12080,12960,0.988,0.993,0.984,Yes,Medium,
Zaporizhzhia municipality,804023001,Zaporizka oblast,804023,Ukraine,UA,14,Russian,0.909,Russian,0.571,Ukrainian,0.445,0.861,0.909,0.002,0.001,0.002,0.000,0.001,0.002,0.005,0.000,0.000,0.001,0.001,0.006,0.001,0.026,0.002,0.009,0.416,0.571,0.001,0.000,0.001,0.002,0.005,0.001,0.000,0.000,0.001,0.000,0.001,0.002,0.170,0.445,0.338,0.001,0.000,0.002,0.006,0.001,0.000,0.026,0.002,0.007,826820,376650,450170,0.998,0.999,0.997,Yes,Medium,
Melitopol city,804023002,Zaporizka oblast,804023,Ukraine,UA,14,Russian,0.956,Russian,0.772,Ukrainian,0.529,0.742,0.956,0.002,0.001,0.003,0.000,0.001,0.001,0.000,0.000,0.001,0.005,0.001,0.010,0.001,0.027,0.001,0.008,0.212,0.772,0.001,0.001,0.001,0.001,0.000,0.002,0.000,0.001,0.005,0.000,0.001,0.002,0.235,0.529,0.184,0.001,0.000,0.006,0.010,0.001,0.000,0.027,0.001,0.006,161280,73720,87560,0.998,0.999,0.998,Yes,Medium,
Berdyansk municipality,804023003,Zaporizka oblast,804023,Ukraine,UA,10,Russian,0.952,Russian,0.751,Ukrainian,0.552,0.796,0.952,0.002,0.001,0.004,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.005,0.001,0.022,0.001,0.004,0.244,0.751,0.001,0.000,0.000,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.202,0.552,0.201,0.002,0.000,0.010,0.005,0.001,0.000,0.022,0.001,0.004,127080,57330,69750,0.997,0.998,0.997,Yes,Medium,
Vasylivka raion,804023004,Zaporizka oblast,804023,Ukraine,UA,9,Ukrainian,0.916,Ukrainian,0.702,Russian,0.489,0.916,0.780,0.002,0.001,0.002,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.001,0.002,0.000,0.003,0.000,0.003,0.702,0.291,0.001,0.001,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.001,0.286,0.214,0.489,0.001,0.000,0.001,0.002,0.000,0.000,0.003,0.000,0.003,74230,34300,39930,0.995,0.999,0.992,Yes,Medium,
Melitopol raion,804023005,Zaporizka oblast,804023,Ukraine,UA,12,Russian,0.908,Russian,0.576,Ukrainian,0.391,0.788,0.908,0.001,0.002,0.002,0.000,0.001,0.003,0.000,0.000,0.002,0.005,0.003,0.004,0.000,0.004,0.000,0.020,0.397,0.576,0.001,0.001,0.001,0.003,0.000,0.001,0.000,0.002,0.005,0.000,0.003,0.009,0.254,0.391,0.332,0.001,0.001,0.003,0.004,0.000,0.000,0.004,0.000,0.011,56930,27110,29820,0.990,0.991,0.989,Yes,Medium,
Enerhodar city,804023006,Zaporizka oblast,804023,Ukraine,UA,10,Russian,0.887,Russian,0.613,Ukrainian,0.399,0.780,0.887,0.002,0.001,0.001,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.017,0.001,0.004,0.381,0.613,0.001,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.300,0.399,0.274,0.001,0.001,0.001,0.004,0.000,0.000,0.017,0.001,0.003,56660,27160,29500,0.999,1.000,0.998,Yes,Medium,
Orikhiv raion,804023007,Zaporizka oblast,804023,Ukraine,UA,8,Ukrainian,0.972,Ukrainian,0.908,Russian,0.571,0.972,0.658,0.002,0.001,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.003,0.000,0.004,0.908,0.087,0.001,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.357,0.064,0.571,0.001,0.000,0.001,0.001,0.000,0.000,0.003,0.000,0.003,55250,25870,29380,0.991,0.994,0.989,Yes,Medium,
Zaproizhzhia raion,804023008,Zaporizka oblast,804023,Ukraine,UA,10,Ukrainian,0.951,Ukrainian,0.832,Russian,0.517,0.951,0.678,0.003,0.001,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.002,0.000,0.005,0.832,0.161,0.002,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.355,0.119,0.517,0.000,0.001,0.000,0.001,0.001,0.000,0.002,0.000,0.004,55180,25790,29390,0.992,0.995,0.990,Yes,Medium,
Vilniansk raion,804023009,Zaporizka oblast,804023,Ukraine,UA,9,Ukrainian,0.958,Ukrainian,0.842,Russian,0.619,0.958,0.771,0.002,0.001,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.003,0.000,0.004,0.842,0.153,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.255,0.116,0.619,0.001,0.000,0.001,0.002,0.000,0.000,0.003,0.000,0.003,50920,23580,27340,0.994,0.999,0.990,Yes,Medium,
Polohy raion,804023010,Zaporizka oblast,804023,Ukraine,UA,10,Ukrainian,0.982,Ukrainian,0.926,Russian,0.620,0.982,0.689,0.001,0.002,0.001,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.002,0.926,0.068,0.000,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.317,0.057,0.620,0.000,0.001,0.000,0.001,0.000,0.000,0.001,0.000,0.001,48340,22150,26190,0.993,0.998,0.989,Yes,Medium,
Kamianka-Dniprovska raion,804023011,Zaporizka oblast,804023,Ukraine,UA,9,Ukrainian,0.822,Russian,0.540,Ukrainian,0.369,0.822,0.764,0.001,0.001,0.001,0.000,0.000,0.004,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.003,0.000,0.004,0.453,0.540,0.000,0.000,0.000,0.004,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.397,0.369,0.223,0.001,0.000,0.001,0.001,0.000,0.000,0.003,0.000,0.003,46740,21420,25320,0.995,0.998,0.993,Yes,Medium,
"Kuibysheve raion, Rozivka raion",804023012,Zaporizka oblast,804023,Ukraine,UA,9,Ukrainian,0.973,Ukrainian,0.867,Russian,0.528,0.973,0.654,0.002,0.004,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.003,0.867,0.126,0.002,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.360,0.106,0.528,0.001,0.001,0.001,0.001,0.000,0.000,0.001,0.000,0.002,39900,18400,21500,0.989,0.995,0.985,Yes,Medium,
Yakymivka raion,804023013,Zaporizka oblast,804023,Ukraine,UA,13,Russian,0.890,Russian,0.557,Ukrainian,0.420,0.833,0.890,0.002,0.003,0.003,0.000,0.004,0.005,0.002,0.001,0.000,0.005,0.000,0.003,0.001,0.007,0.000,0.016,0.413,0.557,0.001,0.002,0.004,0.005,0.002,0.002,0.001,0.000,0.005,0.000,0.000,0.008,0.221,0.420,0.333,0.001,0.001,0.005,0.003,0.001,0.000,0.007,0.000,0.008,38840,18520,20320,0.995,0.998,0.993,Yes,Medium,
Tokmak city,804023014,Zaporizka oblast,804023,Ukraine,UA,8,Ukrainian,0.940,Ukrainian,0.702,Russian,0.591,0.940,0.884,0.002,0.002,0.002,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.005,0.000,0.002,0.702,0.293,0.000,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.157,0.238,0.591,0.002,0.001,0.002,0.003,0.000,0.000,0.005,0.000,0.002,36970,16800,20170,0.996,0.999,0.994,Yes,Medium,
"Verlyka Bilozerka raion, Vesele raion",804023015,Zaporizka oblast,804023,Ukraine,UA,9,Ukrainian,0.920,Ukrainian,0.766,Russian,0.511,0.920,0.736,0.001,0.001,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.001,0.001,0.006,0.766,0.225,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.329,0.154,0.511,0.000,0.000,0.000,0.002,0.000,0.000,0.001,0.001,0.002,35420,16750,18670,0.994,0.997,0.992,Yes,Medium,
Huliaipole raion,804023016,Zaporizka oblast,804023,Ukraine,UA,8,Ukrainian,0.983,Ukrainian,0.936,Russian,0.626,0.983,0.682,0.003,0.001,0.001,0.000,0.000,0.004,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.936,0.056,0.001,0.001,0.000,0.004,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.322,0.047,0.626,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,35420,16260,19160,0.994,0.999,0.991,Yes,Medium,
Prymorsk raion,804023017,Zaporizka oblast,804023,Ukraine,UA,8,Russian,0.903,Russian,0.566,Ukrainian,0.496,0.804,0.903,0.001,0.000,0.123,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.003,0.001,0.008,0.308,0.566,0.000,0.000,0.000,0.001,0.000,0.122,0.000,0.000,0.000,0.000,0.000,0.002,0.064,0.496,0.337,0.001,0.000,0.091,0.001,0.000,0.000,0.003,0.001,0.006,34400,15950,18450,0.994,0.998,0.990,Yes,Medium,
Pryazovske raion,804023018,Zaporizka oblast,804023,Ukraine,UA,8,Russian,0.905,Russian,0.524,Ukrainian,0.401,0.785,0.905,0.008,0.000,0.072,0.000,0.000,0.006,0.001,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.017,0.384,0.524,0.006,0.000,0.000,0.006,0.001,0.070,0.000,0.000,0.000,0.000,0.000,0.007,0.165,0.401,0.381,0.002,0.000,0.035,0.003,0.000,0.000,0.003,0.000,0.010,33630,15700,17930,0.995,0.997,0.994,Yes,Medium,
Mykhailivka raion,804023019,Zaporizka oblast,804023,Ukraine,UA,8,Ukrainian,0.894,Ukrainian,0.683,Russian,0.503,0.894,0.811,0.003,0.000,0.001,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.000,0.006,0.683,0.307,0.002,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.278,0.211,0.503,0.001,0.000,0.001,0.001,0.000,0.000,0.002,0.000,0.002,32840,14860,17980,0.992,0.996,0.989,Yes,Medium,
Berdyansk raion,804023020,Zaporizka oblast,804023,Ukraine,UA,7,Ukrainian,0.910,Ukrainian,0.684,Russian,0.453,0.910,0.738,0.001,0.000,0.026,0.000,0.003,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.004,0.684,0.285,0.000,0.000,0.003,0.002,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.001,0.287,0.226,0.453,0.001,0.000,0.029,0.000,0.000,0.000,0.001,0.000,0.003,31300,14190,17110,0.994,0.997,0.991,Yes,Medium,
Tokmak raion,804023021,Zaporizka oblast,804023,Ukraine,UA,11,Ukrainian,0.940,Ukrainian,0.787,Russian,0.531,0.940,0.734,0.007,0.002,0.002,0.000,0.000,0.000,0.001,0.000,0.001,0.001,0.000,0.002,0.001,0.001,0.000,0.003,0.787,0.203,0.005,0.001,0.000,0.000,0.001,0.000,0.000,0.001,0.001,0.000,0.000,0.001,0.308,0.153,0.531,0.002,0.001,0.001,0.002,0.001,0.000,0.001,0.000,0.002,28680,13420,15260,0.992,0.996,0.988,Yes,Medium,
Chernihivka raion,804023022,Zaporizka oblast,804023,Ukraine,UA,7,Ukrainian,0.982,Ukrainian,0.937,Russian,0.567,0.982,0.623,0.002,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.001,0.000,0.002,0.937,0.057,0.002,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.381,0.044,0.567,0.000,0.000,0.002,0.004,0.000,0.000,0.001,0.000,0.001,22830,10850,11980,0.986,0.990,0.983,Yes,Medium,
Novomykolaivka raion,804023023,Zaporizka oblast,804023,Ukraine,UA,8,Ukrainian,0.988,Ukrainian,0.937,Russian,0.710,0.988,0.766,0.000,0.004,0.001,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.001,0.937,0.055,0.000,0.004,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.235,0.051,0.710,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.001,20300,8990,11310,0.984,0.990,0.980,Yes,Medium,
Ivano-Frankivsk municipality,804026001,Ivano-Frankivska oblast,804026,Ukraine,UA,10,Ukrainian,0.991,Ukrainian,0.932,Russian,0.297,0.991,0.360,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.020,0.039,0.002,0.008,0.932,0.063,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.562,0.059,0.297,0.001,0.000,0.000,0.015,0.020,0.001,0.039,0.002,0.005,237720,113250,124470,0.996,0.997,0.996,Yes,Medium,
Nadvirna raion,804026002,Ivano-Frankivska oblast,804026,Ukraine,UA,6,Ukrainian,0.998,Ukrainian,0.991,Russian,0.114,0.998,0.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.005,0.004,0.001,0.001,0.991,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.866,0.007,0.114,0.000,0.000,0.000,0.003,0.005,0.000,0.004,0.001,0.001,115650,54980,60670,0.977,0.991,0.963,Yes,Medium,
Kolomyia raion,804026003,Ivano-Frankivska oblast,804026,Ukraine,UA,5,Ukrainian,0.999,Ukrainian,0.996,Russian,0.318,0.999,0.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.004,0.003,0.000,0.001,0.996,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.003,0.318,0.000,0.000,0.000,0.003,0.004,0.000,0.003,0.000,0.001,106170,49720,56450,0.985,0.994,0.978,Yes,Medium,
Kosiv raion,804026004,Ivano-Frankivska oblast,804026,Ukraine,UA,5,Ukrainian,0.999,Ukrainian,0.994,Russian,0.239,0.999,0.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.005,0.004,0.000,0.001,0.994,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.743,0.005,0.239,0.000,0.000,0.000,0.002,0.005,0.000,0.004,0.000,0.001,90660,41740,48920,0.972,0.989,0.957,Yes,Medium,
Tysmenytsia raion,804026005,Ivano-Frankivska oblast,804026,Ukraine,UA,6,Ukrainian,1.000,Ukrainian,0.998,Russian,0.055,1.000,0.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.003,0.004,0.001,0.001,0.998,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.932,0.002,0.055,0.000,0.000,0.000,0.002,0.003,0.000,0.004,0.001,0.001,85700,40180,45520,0.989,0.995,0.983,Yes,Medium,
Rozhniativ raion,804026006,Ivano-Frankivska oblast,804026,Ukraine,UA,5,Ukrainian,1.000,Ukrainian,0.996,Russian,0.197,1.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.004,0.002,0.000,0.001,0.996,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.789,0.004,0.197,0.000,0.000,0.000,0.003,0.004,0.000,0.002,0.000,0.001,75740,36150,39590,0.984,0.990,0.978,Yes,Medium,
Dolyna raion,804026007,Ivano-Frankivska oblast,804026,Ukraine,UA,8,Ukrainian,0.998,Ukrainian,0.986,Russian,0.216,0.998,0.227,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.004,0.008,0.008,0.000,0.005,0.986,0.011,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.748,0.012,0.216,0.000,0.000,0.000,0.004,0.008,0.000,0.008,0.000,0.004,72070,34130,37940,0.991,0.995,0.988,Yes,Medium,
Bohorodchany raion,804026008,Ivano-Frankivska oblast,804026,Ukraine,UA,5,Ukrainian,1.000,Ukrainian,0.997,Russian,0.096,1.000,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.004,0.006,0.000,0.001,0.997,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.890,0.003,0.096,0.000,0.000,0.000,0.001,0.004,0.000,0.006,0.000,0.001,71370,34210,37160,0.988,0.995,0.983,Yes,Medium,
Sniatyn raion,804026009,Ivano-Frankivska oblast,804026,Ukraine,UA,7,Ukrainian,0.999,Ukrainian,0.992,Russian,0.294,0.999,0.300,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.006,0.005,0.000,0.004,0.992,0.005,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.682,0.006,0.294,0.000,0.000,0.000,0.003,0.006,0.000,0.005,0.000,0.003,69350,32690,36660,0.985,0.992,0.979,Yes,Medium,
Kalush city,804026010,Ivano-Frankivska oblast,804026,Ukraine,UA,7,Ukrainian,0.994,Ukrainian,0.963,Russian,0.252,0.994,0.287,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.014,0.017,0.000,0.004,0.963,0.035,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.676,0.032,0.252,0.000,0.000,0.000,0.004,0.014,0.000,0.017,0.000,0.003,67230,31870,35360,0.998,0.999,0.997,Yes,Medium,
Halych raion,804026011,Ivano-Frankivska oblast,804026,Ukraine,UA,7,Ukrainian,0.999,Ukrainian,0.990,Russian,0.158,0.999,0.166,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.009,0.006,0.000,0.002,0.990,0.008,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.812,0.009,0.158,0.000,0.000,0.000,0.004,0.009,0.000,0.006,0.000,0.001,65310,30230,35080,0.992,0.998,0.988,Yes,Medium,
Kolomyia city,804026012,Ivano-Frankivska oblast,804026,Ukraine,UA,9,Ukrainian,0.991,Ukrainian,0.944,Russian,0.407,0.991,0.458,0.002,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.028,0.027,0.001,0.005,0.944,0.051,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.479,0.047,0.407,0.000,0.000,0.000,0.007,0.028,0.000,0.027,0.001,0.003,62150,29380,32770,0.994,0.998,0.990,Yes,Medium,
Kalush raion,804026013,Ivano-Frankivska oblast,804026,Ukraine,UA,5,Ukrainian,0.999,Ukrainian,0.997,Russian,0.110,0.999,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.001,0.000,0.000,0.997,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.883,0.002,0.110,0.000,0.000,0.000,0.001,0.002,0.000,0.001,0.000,0.000,61530,29550,31980,0.996,0.998,0.994,Yes,Medium,
Horodenka raion,804026014,Ivano-Frankivska oblast,804026,Ukraine,UA,5,Ukrainian,1.000,Ukrainian,0.996,Russian,0.266,1.000,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.007,0.004,0.000,0.002,0.996,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.715,0.004,0.266,0.000,0.000,0.000,0.002,0.007,0.000,0.004,0.000,0.002,61370,28450,32920,0.983,0.992,0.976,Yes,Medium,
Tlumach raion,804026015,Ivano-Frankivska oblast,804026,Ukraine,UA,6,Ukrainian,0.999,Ukrainian,0.997,Russian,0.136,0.999,0.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.003,0.004,0.001,0.003,0.997,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.850,0.002,0.136,0.000,0.000,0.000,0.001,0.003,0.000,0.004,0.001,0.003,53410,24820,28590,0.973,0.989,0.960,Yes,Medium,
Rohatyn raion,804026016,Ivano-Frankivska oblast,804026,Ukraine,UA,7,Ukrainian,1.000,Ukrainian,0.997,Russian,0.060,1.000,0.061,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.008,0.008,0.001,0.003,0.997,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.913,0.002,0.060,0.000,0.000,0.000,0.006,0.008,0.000,0.008,0.001,0.002,51750,24240,27510,0.991,0.995,0.988,Yes,Medium,
Verkhovyna raion,804026017,Ivano-Frankivska oblast,804026,Ukraine,UA,5,Ukrainian,1.000,Ukrainian,0.996,Russian,0.313,1.000,0.317,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.996,0.004,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.680,0.004,0.313,0.000,0.000,0.000,0.000,0.002,0.000,0.001,0.000,0.000,30070,14330,15740,0.961,0.979,0.943,Yes,Medium,
Yaremche municipality,804026018,Ivano-Frankivska oblast,804026,Ukraine,UA,7,Ukrainian,0.998,Ukrainian,0.992,Russian,0.221,0.998,0.225,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.009,0.009,0.006,0.004,0.992,0.005,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.743,0.006,0.221,0.000,0.000,0.000,0.004,0.009,0.000,0.009,0.006,0.002,22170,10580,11590,0.973,0.993,0.955,Yes,Medium,
Bolekhiv municipality,804026019,Ivano-Frankivska oblast,804026,Ukraine,UA,7,Ukrainian,0.999,Ukrainian,0.992,Russian,0.046,0.999,0.052,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.008,0.025,0.016,0.000,0.010,0.992,0.005,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.888,0.007,0.046,0.000,0.000,0.000,0.008,0.025,0.000,0.016,0.000,0.010,21520,10200,11320,0.987,0.997,0.978,Yes,Medium,
Bila Tserkva city,804032001,Kyivska oblast,804032,Ukraine,UA,10,Ukrainian,0.963,Ukrainian,0.866,Russian,0.453,0.963,0.581,0.002,0.000,0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.001,0.011,0.001,0.003,0.866,0.129,0.002,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.432,0.097,0.453,0.001,0.000,0.000,0.003,0.001,0.000,0.011,0.001,0.001,199740,94040,105700,0.998,0.998,0.998,Yes,Medium,
